household_id,number_persons,district,household_type_theoretical,household_type_generated,member_count,house_building_name,house_building_type
HH_3769,4 personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_3770,3 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,yes
HH_3771,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_3772,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Casa del Reloj,yes
HH_3773,4 personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,,house
HH_3774,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,semidetached_house
HH_3775,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_3776,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_3777,4 personas,San Nicasio,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),4,Fuenlabrada,city
HH_3778,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Madrid,city
HH_3779,2 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,2,,residential
HH_3780,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,residential
HH_3781,5 o mas personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,construction
HH_3782,2 personas,Carrascal,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Centro de Salud María Montessori,yes
HH_3783,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_3784,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,house
HH_3785,1 persona,Polvoranca,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Madrid,city
HH_3786,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Alcorcon,city
HH_3787,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_3788,1 persona,Zarzaquemada,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,residential
HH_3789,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Getafe norte,city
HH_3790,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,apartments
HH_3791,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,residential
HH_3792,3 personas,Carrascal,Otro tipo de hogar,Otro tipo de hogar,3,,semidetached_house
HH_3793,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Fuenlabrada,city
HH_3794,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,apartments
HH_3795,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_3796,2 personas,Norte,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Polideportivo Alfredo Di Stefano,yes
HH_3797,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,semidetached_house
HH_3798,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Extremadura,city
HH_3799,2 personas,Carrascal,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,apartments
HH_3800,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,apartments
HH_3801,3 personas,Fortuna,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_3802,5 o mas personas,Sur,Otro tipo de hogar,Otro tipo de hogar,5,,yes
HH_3803,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Feu Vert,yes
HH_3804,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,yes
HH_3805,3 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,residential
HH_3806,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_3807,2 personas,Sur,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,apartments
HH_3808,2 personas,San Nicasio,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Madrid,city
HH_3809,1 persona,Carrascal,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,apartments
HH_3810,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_3811,4 personas,Norte,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_3812,1 persona,Norte,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,,apartments
HH_3813,5 o mas personas,Polvoranca,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,,semidetached_house
HH_3814,2 personas,Zarzaquemada,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3815,1 persona,Polvoranca,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,yes
HH_3816,2 personas,Norte,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,apartments
HH_3817,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_3818,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_3819,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_3820,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,,semidetached_house
HH_3821,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_3822,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Fuenlabrada,city
HH_3823,3 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,house
HH_3824,3 personas,Sur,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,,residential
HH_3825,1 persona,Norte,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Mostoles,city
HH_3826,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,Madrid,city
HH_3827,1 persona,Polvoranca,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,semidetached_house
HH_3828,4 personas,Polvoranca,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,house
HH_3829,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_3830,1 persona,Carrascal,Hogar con un hombre solo de 65 años o más,Hogar con un hombre solo de 65 años o más,1,,apartments
HH_3831,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Mostoles,city
HH_3832,3 personas,San Nicasio,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,,semidetached_house
HH_3833,3 personas,Norte,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,3,Getafe norte,city
HH_3834,3 personas,Carrascal,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,3,Aurgi,yes
HH_3835,1 persona,Sur,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,yes
HH_3836,4 personas,Sur,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_3837,5 o mas personas,Carrascal,Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(s),5,Fuenlabrada,city
HH_3838,3 personas,Carrascal,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,3,,semidetached_house
HH_3839,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,house
HH_3840,1 persona,San Nicasio,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Madrid,city
HH_3841,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,apartments
HH_3842,2 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,2,Fuenlabrada,city
HH_3843,2 personas,Zarzaquemada,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,,residential
HH_3844,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,,residential
HH_3845,3 personas,Zarzaquemada,Otro tipo de hogar,Otro tipo de hogar,3,,apartments
HH_3846,2 personas,Sur,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,residential
HH_3847,2 personas,San Nicasio,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,Getafe norte,city
HH_3848,2 personas,Carrascal,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Madrid,city
HH_3849,1 persona,Carrascal,Hogar con un hombre solo menor de 65 años,Hogar con un hombre solo menor de 65 años,1,Getafe norte,city
HH_3850,2 personas,Fortuna,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3851,1 persona,Zarzaquemada,Hogar con una mujer sola de 65 años o más,Hogar con una mujer sola de 65 años o más,1,Madrid,city
HH_3852,2 personas,Polvoranca,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,Mostoles,city
HH_3853,4 personas,Fortuna,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,4,,yes
HH_3854,2 personas,Polvoranca,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más,2,,house
HH_3855,5 o mas personas,Fortuna,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,5,,yes
HH_3856,2 personas,Norte,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,Hogar con un solo progenitor que convive con algún hijo menor de 25 años,2,Fuenlabrada,city
HH_3857,2 personas,San Nicasio,Hogar formado por pareja sin hijos,Hogar formado por pareja sin hijos,2,,yes
HH_3858,4 personas,Zarzaquemada,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años,4,,yes
HH_3859,5 o mas personas,Fortuna,Otro tipo de hogar,Otro tipo de hogar,5,,yes
HH_3860,4 personas,San Nicasio,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más,4,,residential
